scorer,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200
44,422.30426,423.8801,0.7983399,444.75262,432.53998,0.6833812,491.2379,371.74176,0.4507446,400.06052,407.6799,0.8826546
45,422.30426,423.8801,0.7983399,444.75262,432.53998,0.6833812,491.2379,371.74176,0.4507446,400.06052,407.6799,0.8826546
46,422.30426,423.8801,0.7983399,444.75262,432.53998,0.6833812,491.2379,371.74176,0.4507446,400.06052,407.6799,0.8826546
47,422.30426,423.8801,0.7983399,444.75262,432.53998,0.6833812,491.2379,371.74176,0.4507446,400.06052,407.6799,0.8826546
48,422.30426,423.8801,0.7983399,444.75262,432.53998,0.6833812,491.2379,371.74176,0.4507446,400.06052,407.6799,0.8826546
49,422.2964,423.7637,0.7979197,444.69836,432.53348,0.6841589,491.03372,371.62097,0.4488505,400.18027,407.34607,0.8874586
50,422.2964,423.76373,0.7979196,444.69836,432.5335,0.6841589,491.03372,371.62097,0.44884968,400.18027,407.34607,0.88745815
51,422.2964,423.76373,0.7979198,444.69836,432.5335,0.68415815,491.0337,371.62097,0.44884956,400.18027,407.34607,0.8874583
52,422.2964,423.76373,0.7979198,444.69836,432.5335,0.68415815,491.0337,371.62097,0.44884956,400.18027,407.34607,0.8874583
53,422.2964,423.76373,0.7979198,444.69836,432.5335,0.68415815,491.0337,371.62097,0.44884956,400.18027,407.34607,0.8874583
54,422.2964,423.76373,0.7979198,444.69836,432.5335,0.68415815,491.0337,371.62097,0.44884956,400.18027,407.34607,0.8874583
55,422.2964,423.76373,0.7979198,444.69836,432.5335,0.68415815,491.0337,371.62097,0.44884956,400.18027,407.34607,0.8874583
56,422.36636,423.79514,0.7998653,444.7508,432.45547,0.6856603,491.1054,371.61496,0.45280638,400.35446,407.45874,0.8855247
57,422.36636,423.79514,0.7998658,444.7508,432.45547,0.68566084,491.1054,371.615,0.45280623,400.35443,407.45874,0.88552475
58,422.36636,423.79514,0.7998651,444.7508,432.45547,0.68566096,491.1054,371.615,0.4528066,400.35443,407.45874,0.88552487
59,422.36636,423.79514,0.7998651,444.7508,432.45547,0.68566096,491.1054,371.615,0.4528066,400.35443,407.45874,0.88552487
60,422.36636,423.79514,0.7998651,444.7508,432.45547,0.68566096,491.1054,371.615,0.4528066,400.35443,407.45874,0.88552487
61,422.36636,423.79514,0.7998651,444.7508,432.45547,0.68566096,491.1054,371.615,0.4528066,400.35443,407.45874,0.88552487
62,422.36636,423.79514,0.7998651,444.7508,432.45547,0.68566096,491.1054,371.615,0.4528066,400.35443,407.45874,0.88552487
63,422.36935,423.67435,0.79875344,444.5056,431.49606,0.6857115,491.05252,371.70566,0.44780964,400.1693,407.36505,0.8875349
64,422.36932,423.67435,0.79875374,444.5056,431.49606,0.6857117,491.05252,371.70566,0.4478097,400.16928,407.36502,0.8875351
65,422.36932,423.67435,0.7987534,444.5056,431.4961,0.6857114,491.05252,371.70566,0.4478097,400.16928,407.36502,0.8875349
66,422.36932,423.67435,0.7987534,444.5056,431.4961,0.6857114,491.05252,371.70566,0.4478097,400.16928,407.36502,0.8875349
67,422.36932,423.67435,0.7987534,444.5056,431.4961,0.6857114,491.05252,371.70566,0.4478097,400.16928,407.36502,0.8875349
68,422.36932,423.67435,0.7987534,444.5056,431.4961,0.6857114,491.05252,371.70566,0.4478097,400.16928,407.36502,0.8875349
69,422.36932,423.67435,0.7987534,444.5056,431.4961,0.6857114,491.05252,371.70566,0.4478097,400.16928,407.36502,0.8875349
70,422.39395,423.79913,0.79998714,444.8056,432.4286,0.68580735,491.1349,371.8054,0.45149174,400.21994,407.44522,0.8852734
71,422.39395,423.79913,0.79998714,444.8056,432.4286,0.68580735,491.1349,371.8054,0.45149174,400.21994,407.44522,0.8852734
72,422.39395,423.79913,0.79998714,444.8056,432.4286,0.68580735,491.1349,371.8054,0.45149174,400.21994,407.44522,0.8852734
73,422.39395,423.79913,0.79998714,444.8056,432.4286,0.68580735,491.1349,371.8054,0.45149174,400.21994,407.44522,0.8852734
74,422.39395,423.79913,0.79998714,444.8056,432.4286,0.68580735,491.1349,371.8054,0.45149174,400.21994,407.44522,0.8852734
75,422.39395,423.79913,0.79998714,444.8056,432.4286,0.68580735,491.1349,371.8054,0.45149174,400.21994,407.44522,0.8852734
76,422.39395,423.79913,0.79998714,444.8056,432.4286,0.68580735,491.1349,371.8054,0.45149174,400.21994,407.44522,0.8852734
77,422.19022,423.83902,0.79754066,444.55087,432.60147,0.69108975,491.12677,371.67892,0.44796437,400.30182,407.37772,0.88651514
78,422.1902,423.83902,0.7975408,444.55087,432.6015,0.6910905,491.12674,371.67892,0.44796458,400.30182,407.37772,0.88651496
79,422.1902,423.83905,0.7975405,444.55087,432.6015,0.69109035,491.12674,371.67892,0.44796464,400.30182,407.3777,0.88651496
80,422.1902,423.83905,0.7975405,444.55087,432.6015,0.69109035,491.12674,371.67892,0.44796464,400.30182,407.3777,0.88651496
81,422.1902,423.83905,0.7975405,444.55087,432.6015,0.69109035,491.12674,371.67892,0.44796464,400.30182,407.3777,0.88651496
82,422.1902,423.83905,0.7975405,444.55087,432.6015,0.69109035,491.12674,371.67892,0.44796464,400.30182,407.3777,0.88651496
83,422.1902,423.83905,0.7975405,444.55087,432.6015,0.69109035,491.12674,371.67892,0.44796464,400.30182,407.3777,0.88651496
84,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
85,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
86,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
87,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
88,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
89,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
90,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
91,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
92,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
93,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
94,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
95,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
96,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
97,422.36658,423.82922,0.80030084,444.6406,432.45135,0.6862755,491.10007,371.6976,0.4462982,400.29318,407.40198,0.8862323
98,422.36636,423.8276,0.8002505,444.64163,432.45517,0.6862918,491.10205,371.69788,0.44628963,400.29773,407.4023,0.8861457
99,422.36633,423.8276,0.8002507,444.64163,432.45517,0.6862923,491.10205,371.69788,0.44628978,400.2977,407.40228,0.88614607
100,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
101,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
102,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
103,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
104,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
105,422.36636,423.8276,0.8002505,444.64163,432.45517,0.6862918,491.10205,371.69788,0.44628963,400.29773,407.4023,0.8861457
106,422.36633,423.8276,0.8002507,444.64163,432.45517,0.6862923,491.10205,371.69788,0.44628978,400.2977,407.40228,0.88614607
107,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
108,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
109,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
110,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
111,422.36633,423.8276,0.8002506,444.64163,432.45517,0.68629223,491.10205,371.69788,0.44629002,400.2977,407.40228,0.88614583
112,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
113,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
114,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
115,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
116,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
117,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
118,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
119,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
120,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
121,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
122,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
123,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
124,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
125,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
126,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
127,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
128,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
129,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
130,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
131,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
132,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
133,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
134,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
135,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
136,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
137,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
138,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
139,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
140,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
141,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
142,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
143,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
144,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
145,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
146,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
147,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
148,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
149,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
150,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
151,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
152,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
153,422.39786,423.81302,0.8001873,444.70618,432.4539,0.6860153,491.09924,371.6975,0.4465948,400.2982,407.39774,0.88678956
154,422.2406,423.7624,0.7971292,444.6468,432.50677,0.68378323,491.118,371.70264,0.451876,400.17743,407.36108,0.8874562
155,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
156,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
157,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
158,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
159,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
160,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
161,422.2406,423.7624,0.7971292,444.6468,432.50677,0.68378323,491.118,371.70264,0.451876,400.17743,407.36108,0.8874562
162,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
163,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
164,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
165,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
166,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
167,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
168,422.2406,423.7624,0.7971292,444.6468,432.50677,0.68378323,491.118,371.70264,0.451876,400.17743,407.36108,0.8874562
169,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
170,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
171,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
172,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
173,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
174,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
175,422.2406,423.7624,0.7971292,444.6468,432.50677,0.68378323,491.118,371.70264,0.451876,400.17743,407.36108,0.8874562
176,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
177,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
178,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
179,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
180,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
181,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
182,422.2406,423.7624,0.7971292,444.6468,432.50677,0.68378323,491.118,371.70264,0.451876,400.17743,407.36108,0.8874562
183,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
184,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
185,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
186,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
187,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
188,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
189,422.2406,423.7624,0.7971292,444.6468,432.50677,0.68378323,491.118,371.70264,0.451876,400.17743,407.36108,0.8874562
190,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
191,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
192,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
193,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
194,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
195,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
196,422.2406,423.7624,0.7971292,444.6468,432.50677,0.68378323,491.118,371.70264,0.451876,400.17743,407.36108,0.8874562
197,422.24063,423.76242,0.7971296,444.6468,432.50677,0.68378216,491.11798,371.7026,0.45187545,400.17743,407.3611,0.8874561
