scorer,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200,DLC_Resnet50_chimera_launch_videosSep15shuffle1_snapshot_200
44,422.76978,375.17303,0.7353978,445.41003,379.3186,0.6298383,483.21835,318.3601,0.6693054,399.8115,356.6449,0.8970311
45,421.1769,377.72586,0.75668794,442.20023,383.4771,0.60250014,484.0885,318.47852,0.6653095,397.30142,354.89856,0.8696123
46,422.78616,374.75757,0.84428054,441.89825,380.4294,0.6366599,482.31097,318.52493,0.6871462,399.86462,353.83765,0.86188376
47,425.9269,372.44574,0.85667264,442.45337,378.90616,0.63159865,482.36853,318.73636,0.6815881,398.79498,349.40396,0.7933319
48,425.0633,371.0714,0.8021326,443.66595,377.82132,0.6264449,482.83105,317.42706,0.7019673,396.0695,345.35938,0.8514763
49,427.4421,368.99753,0.81700975,444.4757,377.63748,0.6469435,482.82355,315.85037,0.75521785,398.3951,343.31967,0.89161366
50,427.6304,367.36212,0.81772697,445.2128,377.4739,0.65068585,483.55368,313.3089,0.79058844,396.30225,337.3497,0.8793347
51,427.49832,364.51105,0.8112554,447.48013,375.56357,0.62246,482.55417,312.57544,0.8047904,396.1913,332.95636,0.82639605
52,428.66202,361.24246,0.7891717,447.72122,372.94464,0.5878965,483.23868,311.8623,0.7636684,395.00732,327.96613,0.85468805
53,426.70383,358.79343,0.71501553,448.50513,372.65332,0.6081924,479.6768,311.63245,0.8037895,395.815,325.06586,0.9161969
54,426.36813,358.40115,0.74163747,447.26498,373.09488,0.6412591,484.96564,315.19336,0.77593946,397.28513,318.36972,0.843239
55,429.43304,357.474,0.82552046,445.78464,372.96365,0.762812,488.16534,322.71286,0.8334776,398.70215,315.2946,0.709838
56,425.61362,351.17673,0.6944733,445.29004,372.18207,0.71180034,489.03735,324.05884,0.87808746,397.86557,307.53897,0.70530313
57,423.79858,347.56216,0.6984451,445.2089,368.8467,0.6463206,489.7299,323.4364,0.8808711,398.40393,299.02893,0.69024676
58,421.67834,342.72894,0.52226144,446.3595,369.00336,0.5869271,492.37698,322.60406,0.849853,397.6141,294.108,0.69299537
59,422.74762,328.0844,0.420432,442.8102,359.97568,0.38937938,495.83267,321.16144,0.78975564,398.57352,290.92233,0.67307764
60,436.3229,302.26578,0.30260682,437.37534,345.2701,0.29217455,497.5741,321.46826,0.75446093,399.70767,284.37628,0.6305608
61,423.0559,320.23834,0.37749004,448.87448,353.55765,0.4898691,499.22916,321.0313,0.69148916,401.61804,277.06476,0.5915798
62,425.78165,312.91113,0.5085635,440.97076,340.21033,0.4841222,500.17038,320.72458,0.64715236,405.59525,271.56622,0.4967677
63,426.15698,309.87473,0.44520673,439.40305,332.1456,0.5158867,500.4213,320.8023,0.6733706,409.2309,260.8004,0.5615563
64,423.73044,308.14963,0.46858123,435.13403,327.66913,0.62997043,498.72867,321.01468,0.6260978,411.2698,255.56274,0.62766254
65,433.3231,284.40387,0.5336582,440.1259,314.49133,0.5344197,497.30453,317.0728,0.63495386,410.1965,247.31151,0.7077422
66,429.50128,278.9647,0.50496596,440.7056,310.21906,0.6029555,494.95615,316.18878,0.62715113,411.89023,242.839,0.8786287
67,434.37057,276.43872,0.63254684,442.18042,302.74014,0.6321757,495.20828,315.11487,0.64173967,415.00046,239.754,0.8324772
68,434.3848,273.1112,0.5842231,440.45624,301.28192,0.57500464,493.6814,314.03836,0.65749085,418.78168,232.589,0.8471565
69,430.44955,264.81378,0.52730334,441.69415,298.6704,0.617141,492.1194,313.0669,0.6874564,421.84546,230.94879,0.88732594
70,430.4256,263.0214,0.48712245,438.00815,297.63037,0.5073777,489.34192,313.2452,0.61584544,423.1088,225.0189,0.8552985
71,436.92838,261.04733,0.55875117,442.9444,293.02823,0.5548411,487.61008,312.99838,0.6007754,425.9241,222.4208,0.87830657
72,440.98755,261.7297,0.602791,445.81458,290.94843,0.65750414,487.91357,310.12778,0.69681126,428.93228,220.18443,0.9045506
73,445.3835,258.24728,0.521393,446.53494,290.73154,0.5151375,486.62152,308.5752,0.7833927,429.81854,214.5986,0.80155367
74,448.66745,251.74475,0.53450733,445.4072,290.62277,0.41980016,485.26794,308.33798,0.807835,434.5316,212.6224,0.78104526
75,444.83337,247.56653,0.5283605,446.3979,280.52512,0.5288489,484.57965,306.11374,0.8768535,439.0869,210.56721,0.83069885
76,447.2096,245.23474,0.56591666,445.70703,277.19366,0.50201744,483.45242,302.88513,0.8267003,441.58197,207.3018,0.79726
77,445.0286,243.35477,0.62731224,445.44534,274.6232,0.55498904,481.2651,299.35123,0.8748171,442.207,204.13724,0.7604931
78,450.98343,244.1251,0.63567674,446.18887,275.64917,0.47496763,480.622,299.15475,0.82103235,445.68152,204.12018,0.73170066
79,454.3081,240.81924,0.6818297,449.2141,269.8272,0.51891613,479.77625,296.65112,0.8703557,446.56973,199.01239,0.7199575
80,449.3333,232.45949,0.54855585,446.00256,263.29126,0.46994507,480.0555,295.3556,0.867595,449.32776,196.6045,0.7528711
81,448.95306,232.07784,0.5575121,449.4977,262.39407,0.46277425,479.52267,290.54337,0.84847486,452.44974,194.92006,0.78029275
82,453.87943,231.89906,0.55907375,450.5188,259.64572,0.3917981,479.09265,288.9648,0.8308142,454.3661,193.7424,0.7621657
83,452.82904,232.40053,0.4933,449.80673,261.00012,0.46316028,477.33807,287.0688,0.85292745,455.24976,194.71736,0.7233931
84,458.0645,231.36569,0.50458133,450.43997,258.18857,0.48733434,479.4816,286.7718,0.835595,457.3019,190.59628,0.7269472
85,457.79755,230.1405,0.5690159,449.30386,257.5086,0.47469336,477.81296,285.21124,0.8703312,461.72806,189.6292,0.7821796
86,458.9708,228.6484,0.58233994,449.6809,253.91801,0.38273078,476.7632,283.64737,0.9246366,462.20636,190.9354,0.74051476
87,464.4734,230.22514,0.6689307,450.51172,249.21474,0.36734283,475.9897,282.7599,0.90519494,462.7533,189.31967,0.74497527
88,464.60336,228.35962,0.6182605,451.55853,248.88103,0.3683668,476.7215,280.93018,0.81967247,465.94122,184.41531,0.7170918
89,461.2224,220.88278,0.5559623,451.4445,247.28587,0.41607735,476.81732,277.7523,0.8197703,467.50244,180.22733,0.7832248
90,460.94492,221.09784,0.572505,453.14612,244.37872,0.4521963,475.93295,275.31848,0.8516851,468.20312,179.08928,0.7066549
91,458.10843,220.07726,0.6107691,452.35812,241.31017,0.54893744,474.20404,273.94495,0.8005136,469.67538,177.88742,0.669536
92,465.196,217.84843,0.5870366,453.94617,238.9274,0.54125255,474.38098,272.17502,0.7361656,471.11264,177.15154,0.641935
93,466.90497,222.15907,0.56273884,454.03174,237.2652,0.46639732,472.65356,268.97003,0.7848386,472.81577,177.199,0.6834099
94,467.96085,220.3498,0.55764145,452.4559,231.67511,0.43829966,473.0163,265.99408,0.79108804,474.60397,174.9421,0.70271564
95,467.82407,214.8777,0.5224469,453.21115,232.98727,0.3721622,473.1694,264.9081,0.7405973,481.17578,169.4509,0.5766714
96,468.34384,212.78163,0.6302432,455.26865,231.58003,0.36548382,474.20505,262.69385,0.7136108,480.8832,168.40538,0.63361573
97,469.4402,212.6721,0.6070159,443.10507,246.00941,0.30914822,474.3358,260.28787,0.74112666,481.07587,166.91582,0.6553597
98,470.05197,211.05792,0.55244416,456.41312,232.00792,0.32781294,474.31763,259.92343,0.7612459,481.17587,162.77972,0.65905005
99,471.80865,212.48596,0.512489,441.5456,246.6735,0.47763735,472.57843,256.78244,0.73165685,481.68887,161.61913,0.68306094
100,480.0281,211.74857,0.5282024,441.53143,243.41275,0.49914566,475.71368,252.75961,0.6698813,481.70657,159.93417,0.68456644
101,480.55185,211.55772,0.4036916,440.8307,241.69029,0.66822976,475.5645,250.05132,0.66172254,483.13754,162.12814,0.6643862
102,480.22025,211.33827,0.4236225,440.8854,233.56549,0.59144294,475.90692,248.62897,0.703284,484.73993,161.0355,0.57265836
103,465.53598,209.71951,0.3922635,437.21448,228.86002,0.5932186,473.0623,247.96529,0.7201057,486.6846,159.57779,0.5804748
104,478.0818,205.22716,0.41115585,443.36426,226.04623,0.4310655,473.04123,248.06287,0.7298607,485.24863,157.79506,0.583041
105,481.44055,205.06735,0.43005008,435.16342,230.65831,0.3488873,474.18945,243.7388,0.691131,488.41498,151.96526,0.61332214
106,480.08026,202.31575,0.39682418,452.2091,216.95927,0.2973361,474.21915,241.85391,0.6843953,486.18204,150.31126,0.6041518
107,464.02774,201.0908,0.2635906,444.31937,217.7495,0.50104606,474.32285,242.05003,0.68402696,487.16086,149.05751,0.43597376
108,477.02737,196.99918,0.32570323,446.36078,216.00171,0.49492067,474.41696,240.613,0.6804791,485.41928,148.56364,0.4341635
109,468.67548,195.293,0.32073304,445.30392,215.29031,0.4110982,476.48663,240.18205,0.6582584,487.0559,149.26364,0.34665328
110,477.59033,194.82172,0.34096816,444.06845,213.1097,0.49787357,477.1221,237.84265,0.6291744,486.39923,149.42796,0.4459521
111,478.1217,193.6233,0.31894454,444.3787,210.31013,0.41716403,477.85904,234.22789,0.6078803,485.8134,147.96623,0.40762198
112,478.04233,193.69421,0.3264115,445.2539,200.95052,0.27556613,476.67834,231.75743,0.67147523,495.53506,149.64745,0.27520028
113,477.7439,190.02263,0.3420353,449.96744,202.1481,0.27388838,476.19473,230.07884,0.67743164,495.3253,149.65486,0.30956927
114,472.48923,189.43451,0.32637867,444.5629,199.54184,0.34349224,476.62827,227.86496,0.6909693,495.398,147.61284,0.29698938
115,479.06345,187.55447,0.3228806,445.44968,187.65135,0.32230896,478.777,224.58157,0.6391308,495.1295,146.33269,0.343413
116,479.56287,185.77644,0.3284513,446.69278,194.43845,0.31707644,480.277,222.87663,0.58277595,495.23883,146.16603,0.3155467
117,479.40994,185.73077,0.33462864,454.24344,188.39238,0.26179585,479.57324,222.70947,0.6149972,453.12402,111.01211,0.2575264
118,468.24454,170.84883,0.2792157,451.7133,187.9404,0.4085003,479.08994,222.1213,0.6395276,493.84277,142.15987,0.25366625
119,478.17117,178.26956,0.32586136,452.4715,187.25867,0.46584594,482.1417,220.3891,0.58248794,483.3184,140.34062,0.33930993
120,479.76617,173.22032,0.40009856,450.8106,183.52605,0.4707916,482.65085,216.16672,0.47415322,485.19034,138.33931,0.34840012
121,480.26755,175.4713,0.43013832,454.19214,178.73366,0.45906106,483.32053,213.80061,0.5370172,483.7909,140.2335,0.29396152
122,480.48026,175.71217,0.44892198,455.2321,178.97935,0.47213373,484.368,212.84782,0.60859877,484.417,140.59065,0.3491721
123,477.1852,169.94264,0.43251014,454.45956,177.42116,0.55107015,483.5559,212.10493,0.6810385,484.11,134.3018,0.3781016
124,474.03107,167.81812,0.5656072,455.44098,174.84692,0.72052914,483.98004,210.98422,0.6923564,485.83188,133.92336,0.36989123
125,479.20834,169.15132,0.61202854,455.47525,171.42935,0.75644064,483.62317,210.34343,0.72573894,482.2109,131.91988,0.2723185
126,480.20953,168.79521,0.5920245,456.63126,172.90878,0.63176286,481.3564,211.58318,0.77536106,487.63843,134.44235,0.345959
127,480.32446,164.20705,0.5630038,455.82095,164.39421,0.60105526,481.4459,211.01477,0.8230864,487.87848,131.90524,0.37029704
128,476.47742,163.58253,0.57780516,456.36902,165.7619,0.50589824,482.40625,209.65742,0.8580723,483.61014,129.90845,0.27688816
129,478.7206,163.50507,0.6684209,456.9889,158.2922,0.5933394,482.1872,208.07217,0.79864824,460.6565,92.09828,0.24935791
130,478.77585,161.98221,0.75209695,457.6461,156.78761,0.56774145,481.99097,204.42856,0.784426,468.5793,86.22702,0.25395882
131,477.94864,159.87718,0.7578543,460.64957,158.65923,0.59316295,484.5658,203.10207,0.79876333,484.21735,125.1008,0.47440407
132,479.5476,159.17668,0.72482675,460.34976,157.61519,0.51873994,485.62155,201.50908,0.7537937,483.73462,122.33689,0.3612041
133,479.69333,160.28386,0.6615356,461.8668,166.07652,0.48854282,487.58685,200.59587,0.82031494,479.7578,120.30207,0.43611878
134,480.42926,159.59572,0.68168265,461.44113,161.32648,0.53101087,486.87665,198.46445,0.8290682,483.28546,121.0039,0.42230657
135,479.29922,157.55194,0.64922166,462.08133,157.88441,0.48893455,487.93115,197.15184,0.8190006,485.2824,120.92568,0.393872
136,481.6923,156.87985,0.7258003,458.80756,148.58965,0.50862616,489.02847,195.41655,0.7851949,484.11392,121.23831,0.4036629
137,484.70767,158.22,0.8050307,460.0624,156.84302,0.69747496,488.53372,195.61023,0.7954294,480.17773,121.83986,0.4413841
138,483.42783,157.11974,0.7606152,459.6414,159.82202,0.7499373,488.3502,195.06084,0.80811095,479.97546,121.03178,0.5117294
139,483.4493,157.97487,0.7196531,459.93988,159.81511,0.8128121,490.36008,193.7359,0.85453475,479.05185,123.15125,0.43405303
140,480.97406,153.79785,0.73231816,460.64322,158.72188,0.7670374,491.01285,191.59872,0.8594213,478.18222,122.87494,0.48672637
141,480.7511,152.08397,0.7308691,462.23474,159.10538,0.7540206,491.8798,191.56007,0.83200055,481.8263,123.31021,0.44906947
142,481.75528,152.02904,0.7126803,460.46964,157.76126,0.77115715,494.9555,190.09843,0.8237204,478.1746,124.45917,0.4008867
143,482.53857,151.40955,0.7074002,461.0457,156.86469,0.8069098,496.80368,188.18651,0.7779144,478.32996,123.57432,0.38296446
144,481.80493,148.61076,0.67140996,461.07935,153.17903,0.8205498,497.1561,187.73367,0.7892484,476.0143,116.69378,0.48047626
145,480.73807,145.26111,0.6179993,461.47263,151.90973,0.8541071,496.0517,185.60022,0.776607,470.79367,115.18701,0.51460856
146,473.2011,138.84132,0.61578417,460.17377,149.52904,0.8498929,496.7803,184.14883,0.7447078,475.2159,106.31926,0.43730214
147,475.20486,138.71991,0.6248425,461.51694,147.62088,0.8437809,498.52783,183.19847,0.76689184,475.00327,106.028946,0.38879928
148,478.37308,138.88632,0.6708078,460.61646,147.10258,0.8782079,498.72888,182.44986,0.84400225,468.27692,104.98264,0.45871323
149,477.2509,137.11037,0.64983606,461.4955,148.34744,0.8517162,499.42914,181.38524,0.8438243,467.69556,106.749535,0.54357433
150,476.94196,137.70723,0.6138343,461.05508,147.93835,0.8753072,500.89676,179.82468,0.8449589,466.77237,105.946785,0.5522334
151,479.08716,139.17368,0.6045877,460.26437,148.17099,0.8937165,501.8561,178.09752,0.81933147,467.64984,107.87187,0.5198472
152,480.9734,140.2528,0.6082408,460.04803,147.54105,0.9053457,502.77005,176.54147,0.8124789,465.8788,110.30645,0.5041185
153,482.00696,139.83333,0.59520495,460.81552,147.63495,0.92428553,504.86087,174.75983,0.828109,464.8487,110.63698,0.4401901
154,481.95218,133.80687,0.58774495,461.4146,145.83615,0.93114674,506.2067,172.37477,0.8458351,465.81662,112.064575,0.44569868
155,482.813,132.76308,0.54482883,462.33716,145.7991,0.9393497,506.9759,170.62451,0.78531635,465.01315,111.62719,0.34982938
156,482.0207,132.81725,0.55981493,461.88217,146.09964,0.9446179,507.47708,170.949,0.7503001,468.31387,111.58566,0.315941
157,481.87445,130.57957,0.6128956,463.12546,145.33257,0.919677,508.07443,168.88391,0.7834795,478.29855,114.271385,0.35074705
158,481.35938,128.06947,0.61943394,463.57285,144.24011,0.89675653,508.85635,166.69124,0.8068553,479.02362,113.606636,0.3535088
159,481.94696,127.210754,0.61941946,463.83643,143.59436,0.8546819,508.54092,165.83975,0.8362321,469.1329,110.18614,0.38735393
160,482.27667,126.5846,0.6063023,463.78265,143.32022,0.83380955,510.19577,164.60017,0.79491854,469.2572,110.08263,0.36828706
161,483.97614,126.991684,0.58118296,461.1965,142.13805,0.81387585,511.65314,162.07501,0.7694081,463.32928,107.37984,0.3717287
162,483.56232,127.31663,0.5653269,462.79666,142.66125,0.78998804,512.86597,160.72282,0.7370426,462.68744,107.16761,0.4249179
163,484.93112,128.16884,0.5849931,460.87494,141.9191,0.78955674,513.4786,160.5379,0.73090655,462.42548,105.12613,0.4603692
164,487.65424,127.91008,0.6168147,459.4254,140.81833,0.7983243,514.4972,159.15904,0.7593637,463.64923,104.42843,0.45628357
165,490.17493,125.94452,0.60271066,459.33582,138.78413,0.6938401,514.6386,157.59201,0.7525364,464.91782,100.9371,0.5502566
166,490.12308,124.59039,0.5516707,459.53647,135.3165,0.62149805,513.93396,153.9279,0.7915851,464.11447,100.78993,0.5711979
167,489.10855,124.05474,0.6509876,459.72812,137.17413,0.74756163,514.89905,153.826,0.79267406,463.35806,99.06935,0.65745014
168,489.1239,123.22699,0.59129816,458.76868,136.16982,0.69691837,514.9196,150.48323,0.8121164,462.26794,96.88581,0.684986
169,489.51166,123.30222,0.5343897,457.6867,135.88016,0.6785148,515.6141,149.18747,0.79981714,462.9313,98.34396,0.659132
170,490.6713,123.888535,0.46204287,458.56284,135.07259,0.5994987,515.76874,146.88495,0.7590072,463.78754,98.27248,0.59923625
171,488.52774,123.16139,0.45268583,458.626,136.71095,0.6606426,516.72815,146.08795,0.78674674,463.35504,97.88884,0.6570833
172,486.32098,116.23368,0.4418207,458.89203,136.20006,0.7855571,517.3444,145.96964,0.68149036,462.77097,97.320694,0.7034948
173,483.7672,115.267944,0.44721758,459.61102,135.49254,0.7587672,517.413,144.15396,0.6788923,462.2934,96.485085,0.72104126
174,484.82086,114.79063,0.4593981,459.61856,136.68163,0.72567964,521.02,140.70215,0.6379118,462.6872,95.622444,0.7503526
175,482.8036,111.80853,0.46603644,463.88818,133.95087,0.8069528,520.13965,138.65958,0.6162017,462.05185,96.32462,0.72306055
176,483.71725,112.28524,0.5067828,465.20456,135.02785,0.7847131,520.629,137.37164,0.4231036,462.281,95.12148,0.7340216
177,483.75687,113.04356,0.48328775,465.47385,134.12364,0.76068485,527.7527,137.90668,0.19796649,462.66635,94.272896,0.7315123
178,485.06512,112.95985,0.48634645,466.56046,133.63104,0.6900723,528.0351,136.1859,0.3263341,462.54254,93.488014,0.7250055
179,484.55594,113.77123,0.43579856,466.1357,134.00327,0.59157664,529.51715,132.02946,0.46990588,463.0315,94.26083,0.669451
180,477.78824,114.80659,0.40475005,465.56012,134.37668,0.5563685,528.8633,130.97551,0.36424652,462.6334,95.12562,0.6304684
181,469.8861,114.10177,0.36210677,466.0893,136.9816,0.60991454,529.10474,132.02165,0.33061984,461.98816,95.535706,0.5845241
182,468.2932,114.007256,0.34825864,466.42755,136.73222,0.49235162,501.54578,100.407166,0.2812366,462.3364,95.212746,0.52921194
183,468.72433,114.25254,0.3804411,467.19012,137.68562,0.48216236,501.92273,100.44058,0.21066232,462.14963,94.21727,0.6143422
184,469.5444,115.00737,0.3896561,470.84183,146.05391,0.5429611,502.54242,100.69045,0.18491098,463.5847,93.8939,0.64279383
185,473.8546,116.81332,0.42953676,471.31473,147.59311,0.62345576,503.2876,101.22159,0.11021644,463.74527,93.29773,0.6799967
186,475.1778,116.53899,0.46197525,472.46066,146.40747,0.61734146,531.6487,129.64674,0.2237097,462.79947,92.513466,0.74943846
187,476.0631,115.82837,0.44365692,478.87695,139.43617,0.4778599,532.2896,122.326584,0.19370855,462.79993,91.38695,0.7623252
188,476.4516,114.98465,0.46074727,479.10648,138.645,0.48498037,505.82788,137.7492,0.106903695,463.31277,90.67797,0.77643025
189,475.806,115.71345,0.430412,479.08005,144.87144,0.49993742,502.4664,137.99507,0.08869571,463.6637,90.99215,0.724422
190,475.69223,115.84287,0.43492213,479.5468,145.92328,0.5487708,501.4333,137.4416,0.101489946,464.34802,91.33173,0.670406
191,475.9212,116.11567,0.46513814,474.7516,147.16707,0.6315249,500.7974,137.2829,0.10725328,464.76526,91.65408,0.66838527
192,474.8081,116.28884,0.40095544,473.08093,147.16121,0.64012194,500.18042,138.52592,0.12521315,464.352,93.3904,0.6034237
193,472.69522,116.38384,0.33345014,472.6826,147.45341,0.6078887,499.63943,138.26637,0.12738918,464.3689,93.21832,0.5733671
194,472.8863,115.85068,0.3437057,473.3038,147.2384,0.645395,499.65085,138.27203,0.12395705,465.07492,92.903915,0.53723294
195,472.71704,116.42035,0.32898852,474.18103,147.72476,0.69890016,490.0575,139.08603,0.11671743,465.31287,93.261024,0.4844901
196,480.04782,117.3946,0.2515242,474.46173,149.36331,0.65672576,489.84344,138.81825,0.10273406,464.4516,94.211075,0.33059344
197,480.9188,117.09766,0.22735111,481.40067,150.58762,0.6194134,489.44888,138.28645,0.10013265,463.89243,93.906746,0.29611775
198,481.2693,117.48598,0.28870896,481.74097,150.28665,0.63089544,500.3436,137.71147,0.09064809,464.64612,93.8036,0.29318345
